force,intelligence,agilite,chance,experience,niveau_quete,equipement,fatigue,survie
59.93428306022466,68.76567611951995,46.34207117790319,31.95656116656867,13.623416747176256,7.0,48.89290137907808,11.221706113276909,1
47.23471397657631,39.679105435652524,77.4975283829637,54.42052180348495,5.841221256891201,6.0,31.781963162894986,66.65637588712536,0
62.953770762013846,51.92241553881967,37.080716417509294,36.33299788531836,8.665751567050782,7.0,36.83923144668946,47.96994700611125,1
80.46059712816052,40.75449422589915,34.016159866994926,43.208622241848666,4.061801483558453,10.0,48.752007689966575,38.40431309134645,1
45.31693250553328,41.31007545135369,40.34512955635935,91.83630225746342,7.559666651918516,3.0,48.47614380220468,33.44723751863522,1
45.317260861016386,43.816557530627215,30.933427834825753,83.5115262947587,0.08166529251670322,3.0,27.193844250575467,29.0280912666151,0
81.58425631014782,54.44267543267426,52.45340631989591,17.51046907681006,8.529205127799829,7.0,30.584827102904615,65.13553756721791,1
65.34869458305818,40.42502756673045,82.49356916939121,70.74331044697936,0.20483324931462432,2.0,27.87626664781044,39.43282141485252,1
40.610512281300956,75.11512251147042,56.461585462320585,70.2849138622898,11.032438677425304,1.0,55.974295218851005,29.766428822595042,1
60.85120087171929,32.107853955609926,44.95292995747425,21.293417781184544,24.118339752657153,9.0,82.71649622920665,24.569063905397705,1
40.73164614375075,46.26256711677282,44.163774621689114,70.46944109387152,1.7411780077289922,9.0,35.89562176033452,43.411975889257135,0
40.68540492859486,41.2053788345165,18.73618382606686,88.44829796031382,1.180628253236455,7.0,18.522366504059985,32.807805915644344,0
54.839245431320684,78.93955768707465,67.66219554294318,21.936379843889654,7.248585953335793,7.0,8.449523017791297,28.244888950006903,1
11.73439510684404,53.931095530231495,48.44325605974396,27.06242947464341,1.4586267837357858,3.0,59.91153496825057,12.3568806144906,0
15.501643349739346,70.6368907893727,46.390401728187484,75.44153667108756,10.033275014712986,10.0,30.421996917798,59.187147190089945,0
38.754249415180546,20.288792539260562,100.0,56.7873827706412,0.5426197488699128,2.0,1.6108701177357518,37.239534491004676,0
29.743377593311525,55.341005317385175,55.975058167313726,63.786906880988084,0.6731182095832187,7.0,33.30397061422787,18.29522685951959,0
56.28494665190548,67.79261591246873,34.964178998096315,58.51473041001242,19.352379593401782,9.0,43.07698163834275,34.575277173342336,1
31.83951848957578,51.645679785508484,41.47284807588913,59.767398023203604,5.601819212974187,1.0,29.131657197325094,50.98264111931235,0
21.75392597329417,71.30960750130703,72.9689141839351,16.838196792222924,9.382902669376879,4.0,56.998561725886184,40.576817432066235,1
79.31297537843108,39.654230997992556,52.26540821075529,76.1829426655362,1.9602478314211715,6.0,60.510804689953034,43.819874955412196,1
45.48447399026929,78.1869488037116,21.234440433652665,79.23974981069433,5.642529664908359,7.0,47.09773645390237,40.85096515980619,1
51.35056409375848,95.977962472385,68.38457869150407,44.265231398299306,4.509989653028422,10.0,32.43259024290364,14.462884471178377,1
21.505036275730866,42.74322879120682,36.63711828922012,48.91307625465344,4.62098603068179,7.0,38.470678745260955,58.97017086527062,0
39.11234550949635,41.08994957198456,87.4659555243509,11.722312436106947,5.7368985032009885,10.0,14.345007648778438,5.835076792361349,0
52.21845179419732,79.06768954235402,71.60096131429297,62.85636890044587,4.282557903060909,2.0,31.803834168644563,49.23073149222884,1
26.980128451553945,81.59144291461425,41.053562086824975,64.3014360428536,2.8023765174638857,4.0,28.858028976023608,52.3114184299089,0
57.51396036691344,39.54279945693463,75.62032723470226,48.44522457501723,1.6142855828953255,5.0,35.52850109784835,35.60312592441635,1
37.9872262016239,41.596263658082854,51.357110210548065,78.10883399676257,7.317633943115004,1.0,73.76811207663657,47.06845047611114,1
44.166125004134464,44.364307822789854,67.05547350244439,41.64806922550149,1.282677220495336,1.0,3.5134251100070855,34.45729061519559,0
37.96586775541206,23.11098977931446,59.6946563458895,64.11514814734001,5.894032514100096,10.0,35.67290085458289,47.309904061822294,0
87.04556369017875,31.626961070316035,33.07286690018253,24.50839153269711,1.328512498118268,3.0,5.154381836358848,59.85845087037809,1
49.730055505241324,29.917184664958643,37.12900335365076,49.41119622814405,4.908550470250956,10.0,32.2666395417443,24.157471472293274,0
28.84578142088199,34.64404869791743,70.59921635162323,45.64114355242911,6.873375971781753,3.0,30.777719826793604,53.47929717904606,0
66.45089824206377,49.30630225226437,43.304493357869184,55.63269805102354,1.2340692840005447,8.0,10.052943955480087,73.84796004776223,0
25.583127000579555,54.684294650730415,41.927030735160066,40.761826779166036,0.30907543652254077,9.0,44.31453133099177,45.29130525068721,0
54.17727190009511,81.01000985628154,30.89754841301294,46.71318510820831,0.7019096948831864,1.0,35.23853494752282,29.93791551157176,1
10.806597522404488,30.03291918522418,58.47198131186922,70.65117928603766,4.65698336216083,2.0,51.25180116913235,85.26465678171071,0
23.43627902203139,69.68644796953167,91.25049838486291,39.08089406904456,9.46718076685544,10.0,40.95955416369846,41.77412478089515,0
